STRING,LEN,FREQ,Orth,Orth_F,N1_F,N1_C,N2_F,N2_C,N3_F,N3_C,UN1_F,UN1_C,UN2_F,UN2_C,UN3_F,UN3_C,bad,frequencyBin,Pseudohomophone,category,ELP_FreqHAL,ELP_OrthN,ELP_PhonoN,ELP_MeanOrthNFreq,ELP_Concreteness,ELP_EmotionalValence,ELP_EmotionalArousal,ELP_MeanBigramCount,ELP_NPhonemes,ELP_NSyllables,ELP_PartOfSpeech,ELP_MeanRT,ELP_MeanAcc,ELPMeanAcc
eased,5,8.92,4,0.92,8863.79,480,1093.95,88.5,63.7,8,370898.47,48176.6,31450.79,4016.25,2580.72,283.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
edged,5,5.95,1,16.06,7535.99,314.8,782.95,70.5,26.87,3.67,291882.29,37201,23279,4206.25,762.16,174.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
erect,5,9.22,2,2.62,8936,268.2,560.08,22.5,13.94,2.33,358860,45431.6,36374.39,5481.5,6391.92,661,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
ethic,5,5.89,0,0,3227.83,101.4,515.07,11.25,7.34,2,316048.85,37022.4,46934.7,2524.75,4946.94,179.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
evils,5,5.06,0,0,8936.5,482.4,1047.09,44.5,26.04,7.33,260322.07,39543.4,8690.6,1373.75,562.33,137,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
exams,5,7.14,1,0,5902.86,469.6,312.98,28.75,30.1,7.33,255343.74,34492,4321.57,786,414.43,62.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
exert,5,6.43,0,0,7861.05,206.2,1533.38,19,16.96,2.33,336973.39,41203.2,20434.03,3439.5,665.66,156,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
fares,5,5.53,17,7.76,11099.19,786.2,1812.31,138.75,67.46,19,300905.51,40690.6,33133.19,6135.5,4922.81,555.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
feeds,5,6.84,9,28.91,9292.81,565.2,740.37,47.5,166.1,8.33,313509.26,41373.4,16850.77,2668.75,1148.17,112.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
ferry,5,6.25,7,5.32,7575.38,391,604.73,35.5,161.56,9,236333.77,31825,21191.94,3430.25,951.37,197.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
fiery,5,5.53,1,0.71,8966.33,374.6,2147.49,36,234.64,5,248838.98,33631.2,23122.59,4222.5,1359.59,421.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
filed,5,9.22,10,12.34,9532.3,477,1439.86,102.75,105.98,13.33,251599.75,34052.2,22456.09,4166.25,1726.58,359.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
fills,5,5.29,16,11.44,8662.04,582,1042.77,75,243.9,23,200813.21,33164.6,12083.1,2017,2112.51,293,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
filth,5,5.89,4,6.99,5775.35,321.8,1049.44,43.5,25.94,6.33,241438.51,27244.8,38192.37,1617.75,459.44,78,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
finer,5,7.08,6,2.93,9669.15,464.8,2834.25,96,149.07,14,290232.92,39596,44130.45,7407,2646.02,625.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
fines,5,5.06,21,9.39,10200.04,719.2,1902.35,132.75,195.85,20.33,294398.3,41898.2,36862.87,7610.25,2726.02,1050.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
fists,5,8.98,4,4.94,7116.17,567.4,924.26,77.25,86.24,10.67,263980.47,39243.8,21399.22,3821.5,1874.28,678.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
flags,5,7.14,7,3.65,7427.22,559.6,725.72,49.75,38.31,9,198878.88,29332.2,6272.35,1569.25,283.46,132.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
flank,5,6.25,7,5.07,6877.74,310.4,1191.24,57,158.43,14.33,192901.73,24613,20866.26,2658.25,1099.11,309.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
flock,5,7.56,5,17.12,6327.1,256.6,842.19,46.5,198.77,9,147155.07,19646.6,6425.98,1529.75,754.67,247.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
flown,5,8.63,4,9.13,5635.13,242,886.37,42.75,297.68,10.33,193407.57,22871.2,8183.09,1159.5,2036.32,202.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
flows,5,8.09,9,3.36,7257.18,512.2,816.95,47,199.16,12.33,188809.3,25267.2,7558.76,1168,1095.72,192.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
flush,5,8.63,5,17.1,6864.51,243.2,482.72,39.75,37.12,7.33,178241.98,23792.6,8813.51,1700,393.01,144.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
folds,5,6.84,6,14.93,8599.51,600.4,749.98,50,37.28,6,203627.88,28515.8,10400.08,1130,1063.04,118.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
folks,5,7.91,3,3.63,8421.43,606.4,611.29,58.5,32.62,6.33,176572.59,25294.8,7175.45,976.5,226.17,48.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
folly,5,8.39,9,12.25,8867.36,423,787.1,60,127.83,15.67,167557.54,21788.2,15977.96,2430.75,1880.15,426.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
fools,5,8.27,10,8.91,12343.01,647.8,812.05,63,51.82,5,234970.51,30941.8,10100.01,1432.25,551.36,97.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
foxes,5,5.77,4,6.62,11426.51,704.2,1219.1,102.75,36.89,8.67,242035.89,31402,13159.92,3310,48.74,58,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
foyer,5,5.89,2,0.12,10926.98,449,2126.36,61.5,14.6,4.67,252378.98,30615.6,21528.49,3129.25,189.13,31.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
frail,5,9.28,3,6.72,7101.07,323.4,931.76,46.25,104.87,7.33,238996,33369.4,12901.38,2441.75,1007.89,247.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
frank,5,9.52,5,9.6,7385.04,330.4,997.69,57,113.18,9.67,207473.82,26615.2,22713.24,3013.25,1222.3,379.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
fraud,5,6.84,1,8.86,7981.8,335.2,455.22,35.5,22.59,2.67,200766.47,25754.4,7547.45,1809.5,233.65,94.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
freak,5,5.35,3,35.44,7140.47,277.4,1199.76,38.25,493.41,10,254387.42,31532,23564.5,2766.5,2866.96,341.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
freed,5,9.22,8,5.97,11730.51,461.8,1583.01,94.75,209.87,10.67,309343.88,39071.2,29995.33,4150.75,1784.96,225.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
freud,5,8.86,2,8.03,8689.6,293.6,642.4,24.75,39.38,3.33,228667.64,30072.6,16886.23,2171,291.79,67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
frock,5,6.07,2,4.22,6834.4,276.6,909.64,45,178.54,6.67,161727.16,21648.8,9815.29,1763.5,2096.6,240.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
frogs,5,5.77,1,0,7821.99,552.8,628.33,43.25,103.4,5,201720.1,29620.2,8289.44,1447.5,1714.46,103.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
frost,5,8.03,1,263.08,8666.25,318.4,1497.89,45.75,147.11,6.33,263355.09,33926,17878.94,3113.75,2779.08,249.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
frown,5,6.25,5,36.43,6142.43,262,953.82,41.25,373.61,10,207979.67,24873.4,11572.41,1393.25,3123.41,177.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
froze,5,5.47,0,0,8704.62,327.2,598.26,33.5,103.87,3.67,237006.16,29226,7693.51,1325,1615.86,50.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
fumes,5,6.48,2,1.22,8705.75,661.6,1405,108.75,245.23,6.33,220094.28,31087.6,17506.22,4158.25,746.67,121,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
gangs,5,5.24,6,2.14,6578.09,611.6,391.28,56.75,82.16,12,220050.46,33005.8,26882.24,3846.25,1586.02,320,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
gases,5,6.66,12,18.49,9586.82,735.6,1198.18,118.5,144.17,12.33,302906.73,44758,25436.27,4759.5,1158.56,349.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
gaunt,5,5.18,6,1.77,9122.61,380.6,954.68,41,54.63,10,252521.08,30833.8,12756.54,2292.5,814.3,173.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
geese,5,5.06,0,0,11244.6,368.4,1718.7,39,413.45,1.67,382319.77,51597,23009.58,4699.75,993.69,126,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
germs,5,6.43,3,51.58,7396.23,564,390.12,36.75,161.5,5.33,242929.11,37028.4,21171.01,3624.25,1065.53,257.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
glare,5,8.57,5,1.63,10008.81,373.6,2369.36,54.75,148.41,6.33,280003.88,38151.4,26668.95,4102.25,3225.02,245.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
gleam,5,5.41,1,0.48,5926.1,237,780.22,30.25,162.38,7.33,251967.72,33228.8,15610.8,2655.5,1437.5,221.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
goose,5,6.25,4,11.88,12299.27,424,1854.23,51.25,511.92,7.67,303055.69,39532.2,13289.64,1832.75,1390.6,144.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
gorge,5,8.09,3,2.1,10396.4,409.8,1140.51,44.25,146,6.67,251067.81,33906.2,14529.59,1813.75,744.06,121.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
greed,5,8.92,7,35.04,11504.04,454.2,1864.22,100.25,466.07,10.67,307179.72,40836.4,29621.1,4295.75,2238.95,254,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
greet,5,8.09,4,214.92,11451.51,442.6,1224.47,48.75,460.18,9.67,352334.84,44244.4,23109.01,3088.5,2029.32,227,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
grind,5,5.77,2,23.56,9777.25,349.2,2329.94,62.75,147.5,8,217094.08,32902.8,37840.78,5519.75,2556.8,554.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
grips,5,5.29,6,3.11,8348.42,550.2,948.15,62.25,46.17,9.67,194928.5,34307.8,7428.53,2013.25,340.14,154.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
grove,5,8.45,6,28.12,8697.27,326.4,1225,49,325.5,8.67,242491.49,31694.6,15593.1,2159.5,2526.93,331.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
guild,5,5.18,3,37.04,9409.57,348.2,2522.17,30,283.44,5,168759.34,26818.8,7920.54,1097.5,893.36,97.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
gully,5,6.01,6,14,5486.02,351.4,580.22,54,136.14,16,124349.17,20587.2,13101.21,2315.25,1661.97,415,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
guppy,5,5.24,1,5.18,2928.85,285.2,147.26,19,55.27,4.67,87763.91,15338.8,3141.4,581.75,356.52,45,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
hairs,5,9.04,6,4.52,10428.96,643.6,769.03,52.25,35.76,8.67,287707.49,38579.8,18867.99,2038.25,1202.09,147.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
hairy,5,9.58,4,13.39,8701.28,439.2,731.31,46.75,36.71,6.67,250911.82,30219,17555.7,1387.5,721.75,125.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
handy,5,7.85,8,41.31,4959.08,402.6,660.96,53,239.64,8.33,231872.84,24683.6,37633.24,2623.5,12305.87,410.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
hangs,5,5.59,7,44.3,6464.35,605.2,516.22,59.25,184.55,13.33,252188.64,32146.6,35261.79,4040.5,2699.7,404,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
hardy,5,6.37,4,8.05,5788.09,411.8,872.16,53.75,55.19,7,223109.19,24777.4,19730.31,1992.25,1564.12,323,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
haste,5,6.84,6,23.05,7972.54,412.6,865.99,47.25,113.14,8.33,360737.23,41369.2,34497.04,4659.5,3086.33,564,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
hatch,5,6.78,9,30.06,6480.09,310.6,1725.71,52.25,234.8,11.33,276003.35,25505.6,25783.86,3106.25,5511.05,218.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
hates,5,9.22,14,11.74,10157.41,734.6,2288.14,130,473.7,17.33,360737.23,41369.2,38340.27,7160,8005.76,1200,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
haven,5,6.84,3,1.13,8140.86,443.4,1448.95,50.25,206.26,11.67,295124.19,32455.8,29950.29,2908.25,4815.01,258.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
hears,5,9.58,18,85.62,9704.03,611.2,2216.13,67.25,1136.43,18,330879.53,41596.6,47092.03,3452,3469.22,374.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
herds,5,7.44,3,26.57,7503.64,563,832.57,51.25,160.08,7,287806.03,37456.4,48072.11,3976.25,6131.2,343,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
hints,5,6.84,7,1.39,7232.87,587.2,663.24,84.75,70.5,11.67,298552.76,37753.8,37011.75,5526.5,4688.56,657.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
horns,5,9.28,3,0.71,10890.05,634,1146.05,58.5,67.5,8,272235.06,34965.6,18723.75,2618.75,696.52,201.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
hosts,5,6.6,4,27.29,8708.97,598.8,761.14,78.25,111.27,10.33,297494.49,37134.2,18148.92,3176,1792.91,317.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
hurts,5,7.08,3,1.09,6840,577.8,736.86,77.5,67.48,6,252284.91,31865.8,9855.03,1753,605,106.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
idiot,5,9.58,1,2.62,6096.53,207.2,127.61,11.5,11.32,1.67,298515.84,37899.2,14122.07,2500.25,200.35,115.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
input,5,6.01,0,0,3951.53,143.8,642.49,10,6.13,1.33,236162.78,32042,25040.29,3830,356.96,43.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
isles,5,7.02,2,0.21,7362.83,576.4,1071.37,100.5,153.43,12,304841.06,48590.4,24918.5,5773,1204.37,453.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
jelly,5,9.94,6,6.22,6063.13,345.2,581.15,52.5,155.93,16,189319.1,26461,14134.66,2429,2328.37,480.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
kills,5,8.39,13,8.59,7820.86,545.8,599.06,68.75,226.73,21.33,188073.63,32606.6,11094.76,1905.75,2106.44,275,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
knots,5,6.9,3,43.51,6830.86,499.4,607.84,67.5,188.45,10,259379.16,33274.2,11257.1,1405.25,3103.42,119.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
lacks,5,8.03,12,4.89,6125.64,577.2,655.1,66,81.51,18.33,192664.45,29961.4,8919.36,2077.5,1668.1,380.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
lambs,5,6.43,6,5.35,6217.04,555.8,372.89,37.25,24.35,7.33,196913.86,29488.2,6603.96,1567,225.97,136.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
lanes,5,6.31,14,8.56,10110.59,770.8,1620.4,133.25,97.19,15.33,324710.2,44893,34493.94,6343,1658.46,808.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
lasts,5,8.8,6,3.6,7026.71,619,784.16,85.5,136.85,14.67,294292.38,42238.6,22524.63,3821,1962.71,489.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
lawns,5,6.78,4,0.79,7755.95,591,470.17,44.75,25.11,5,238916.95,33186,8108.79,1952.75,210.94,49.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
ledge,5,8.75,4,8.37,7437,319.6,547.7,30.5,54.14,7,292607.63,38834.2,20030.42,3756.75,1286.99,313.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
lever,5,7.08,8,145.27,9400.49,413.8,3123.58,78,885.47,10.67,299328.73,40258,32489.01,5052.25,5864.18,487.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
lifts,5,7.97,6,5.82,6726.21,537.2,585.77,67.75,54.99,6.33,245243,34939.4,9939.31,2170,555.96,93.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
lions,5,7.97,3,0.04,9766.31,599.4,831.29,46.5,12.75,4,269807.29,40162,24159.4,4780.75,6849.68,1563.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
loads,5,7.14,7,15.49,10300.41,641.4,835.29,52.75,80.79,7.33,261017.09,35319,8826.82,1454.25,323.96,109.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
locks,5,9.52,13,14.75,7988.5,564.8,619.35,63.5,173.88,19,180933.58,28247.2,6299.08,1478.25,707.09,299.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
lousy,5,8.57,2,0.68,9295.02,390,2523.59,44.5,201.78,5.33,190909.15,28215.4,17956.42,2156.25,1571.05,496.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
lumps,5,6.43,11,3.46,5008.09,496.6,278.57,45.5,35.77,12.33,146593.34,25934.4,3650.21,1084,281.76,138,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
lunar,5,5.06,0,0,5603.53,302.8,254.11,27.75,37.54,3,239868.58,33592.2,14240.48,2656.25,357.1,115,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
madam,5,5.95,0,0,4303.6,301.8,385.62,31.25,9.86,1.67,227082.36,26888,11246.66,1700.25,573.89,71.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
mafia,5,6.6,2,6.01,4262.5,288.8,266.8,24.25,6.6,1,253308.02,30953.8,8312.06,1595.25,18.72,18.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
maker,5,5.24,5,38.75,9070.4,463.8,2612.67,84.25,322.65,10.67,255964.39,32907.8,24184.4,3925.25,1668.02,251.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
manor,5,6.96,3,80.53,6213.5,369,624.2,46.75,31.45,6,267448.72,33638,33740.12,3457.75,2151.34,308.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
marsh,5,9.4,2,41.41,7204.16,366,1195.45,57.25,72.18,5,247166.12,31851,19029.49,3300.75,1154.6,222.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
masks,5,7.14,6,7.73,6195.74,590.8,650.46,64.5,33.06,6.67,208617.9,32689.2,13090.86,1580.25,566.39,106,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
mates,5,9.76,20,16.18,10301.38,746.2,2344,133.5,480.11,18,332340.19,41839,32778.9,7349.5,3705.45,1334.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
medal,5,5.77,3,16.36,5136.56,273.2,565.48,29.75,27.49,4,268447.59,34126.6,25754.96,3968.75,620.01,146.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
merry,5,8.51,7,13.41,7379.15,388.6,703.68,38.75,170.57,9.33,237910.74,33200.8,26067.82,3902,911.47,234.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
mills,5,5.47,15,16.75,8465.81,579.6,829.85,76,272.71,22,202390.18,34540.4,12360.29,2243.5,2564.24,323.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
modes,5,6.96,12,11.96,11614.54,720.6,1641.32,119.5,78.81,11.33,275454.19,36716.8,18684.87,4624.5,981.57,266,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
moist,5,8.39,2,0.77,11598.43,388.2,1370.52,41.25,75.52,6.33,277437.28,37108,20668.33,3382.25,1485.38,513.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
monks,5,5.53,6,0.13,8515.51,612.2,767.23,70.5,202.18,12,201485.31,28579,15782.47,2405.25,738.76,162.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
